序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4432,300639,凯普生物,9.45,-1.36,-0.13,33009.0,31472672.83,2.71,9.68,9.42,9.58,9.58,0.62,0.52,26.73,1.26,6134466309.0,6027125649.0,-0.21,-0.21,0.96,-14.09
4433,002653,海思科,22.53,-1.36,-0.31,45737.0,103044183.0,2.67,22.99,22.38,22.86,22.84,0.89,0.89,93.78,6.16,25101077864.0,11640765952.0,0.31,0.36,1.81,1.26
4434,002406,远东传动,6.53,-1.36,-0.09,214516.0,140360003.88,2.27,6.65,6.5,6.62,6.62,0.69,3.56,57.65,1.33,4768369785.0,3932467117.0,0.0,0.0,11.24,41.04
4435,600388,龙净环保,12.33,-1.36,-0.17,70853.0,88056549.0,2.56,12.64,12.32,12.5,12.5,0.65,0.66,15.58,1.74,13330008362.0,13330008362.0,-0.08,-0.16,-19.25,-14.79
4436,300430,诚益通,15.23,-1.36,-0.21,52296.0,81268026.26,6.02,16.0,15.07,15.7,15.44,1.2,2.04,24.44,1.98,4160593782.0,3910399180.0,-0.39,-0.2,5.18,31.98
4437,603718,海利生物,10.87,-1.36,-0.15,23351.0,25568555.0,2.54,11.1,10.82,11.08,11.02,0.73,0.36,71.8,5.72,7151373000.0,7000280000.0,0.0,0.0,3.13,11.37
4438,000938,紫光股份,20.28,-1.36,-0.28,322035.0,657009386.91,3.02,20.75,20.13,20.6,20.56,0.57,1.13,28.23,1.74,58002419845.0,58002419845.0,0.05,-0.1,-18.88,3.95
4439,600345,长江通信,20.97,-1.36,-0.29,51110.0,107156001.0,4.47,21.48,20.53,21.12,21.26,1.99,2.58,29.18,1.72,4152060000.0,4152060000.0,0.33,0.29,7.76,35.9
4440,000420,吉林化纤,2.89,-1.37,-0.04,210259.0,60976808.13,2.39,2.94,2.87,2.92,2.93,1.02,0.86,97.82,1.62,7106129511.0,7103701333.0,0.0,0.0,-12.69,-34.76
4441,000710,贝瑞基因,12.28,-1.37,-0.17,228781.0,282618744.56,2.97,12.59,12.22,12.45,12.45,0.48,7.51,-24.13,2.0,4341243590.0,3741233089.0,0.08,0.0,23.92,7.62
4442,688556,高测股份,35.37,-1.37,-0.49,42912.0,153385474.0,3.65,36.5,35.19,36.07,35.86,1.01,1.34,7.67,3.3,11993528978.0,11349346911.0,-0.03,-0.11,-18.76,-32.42
4443,603712,七一二,29.52,-1.37,-0.41,50470.0,148484045.0,3.64,30.21,29.12,30.11,29.93,0.75,0.65,55.51,5.02,22789440000.0,22789440000.0,0.1,0.1,12.07,-15.2
4444,301185,鸥玛软件,23.04,-1.37,-0.32,54955.0,127143739.58,4.32,23.66,22.65,23.35,23.36,0.56,6.38,54.94,3.52,3534741504.0,1983962258.0,-0.13,0.09,-2.74,52.38
4445,002923,润都股份,12.96,-1.37,-0.18,16093.0,20957873.84,1.98,13.19,12.93,13.14,13.14,0.81,0.63,49.65,3.68,4340216987.0,3336367048.0,0.0,-0.08,0.0,5.8
4446,002065,东华软件,6.48,-1.37,-0.09,215527.0,140591912.6,1.98,6.61,6.48,6.6,6.57,0.81,0.74,28.95,1.8,20771525790.0,18810376282.0,0.0,-0.15,0.0,15.51
4447,600570,恒生电子,28.77,-1.37,-0.4,185556.0,536890405.0,2.23,29.36,28.71,29.32,29.17,0.83,0.98,67.57,7.57,54663185336.0,54663185336.0,-0.07,0.0,-10.76,-28.66
4448,300201,海伦哲,5.03,-1.37,-0.07,171100.0,86528643.2,2.35,5.13,5.01,5.1,5.1,0.58,1.65,29.54,3.76,5235835236.0,5214973512.0,0.0,0.2,20.05,51.05
4449,300351,永贵电器,19.4,-1.37,-0.27,191251.0,373112116.35,2.29,19.76,19.31,19.71,19.67,0.56,7.35,62.51,3.21,7503711586.0,5049251619.0,0.21,0.21,54.83,25.4
4450,688661,和林微纳,46.67,-1.37,-0.65,6584.0,30878990.0,2.83,47.8,46.46,47.32,47.32,0.79,1.84,-140.65,3.42,4194440722.0,1667670731.0,0.02,-0.11,-7.03,-22.4
4451,603035,常熟汽饰,17.94,-1.37,-0.25,50371.0,90985270.0,2.58,18.37,17.9,18.2,18.19,1.34,1.33,13.31,1.4,6817754938.0,6817754938.0,0.06,0.11,-4.27,-13.96
4452,603005,晶方科技,22.23,-1.38,-0.31,129471.0,290048732.0,2.31,22.7,22.18,22.55,22.54,0.7,1.99,98.32,3.59,14507636474.0,14497777024.0,0.0,0.05,3.35,20.29
4453,301301,川宁生物,8.6,-1.38,-0.12,56865.0,49110490.81,2.18,8.77,8.58,8.73,8.72,0.86,2.55,22.4,2.87,19116080000.0,1916080000.0,0.0,-0.12,-2.93,-2.93
4454,300358,楚天科技,10.75,-1.38,-0.15,37629.0,40725159.0,2.48,10.99,10.72,10.92,10.9,0.79,0.71,16.57,1.36,6345750521.0,5682646650.0,-0.19,-0.09,-12.67,-26.62
4455,002750,龙津药业,10.03,-1.38,-0.14,70258.0,70684566.0,2.06,10.2,9.99,10.19,10.17,0.84,1.76,-113.08,7.22,4017015000.0,3999324096.0,0.0,0.1,-6.87,-9.88
4456,688298,东方生物,38.61,-1.38,-0.54,12928.0,50176528.0,1.69,39.18,38.52,39.11,39.15,0.51,0.64,-80.65,1.0,7783776000.0,7783776000.0,-0.16,-0.18,-1.86,-38.31
4457,603173,福斯达,22.15,-1.38,-0.31,13632.0,30417322.0,2.72,22.66,22.05,22.54,22.46,0.75,3.41,18.55,2.52,3544000000.0,886000000.0,0.0,0.23,-18.21,19.67
4458,601011,宝泰隆,3.57,-1.38,-0.05,245493.0,88032591.0,2.76,3.65,3.55,3.65,3.62,1.45,1.28,-230.19,0.89,6838922404.0,6838922404.0,0.0,0.28,-3.25,2.88
4459,000682,东方电子,7.85,-1.38,-0.11,82595.0,65128793.52,2.39,8.0,7.81,7.99,7.96,0.83,0.62,22.91,2.4,10524707005.0,10523655984.0,0.26,0.0,-6.77,-1.51
4460,600521,华海药业,14.95,-1.39,-0.21,96610.0,145444191.0,1.91,15.24,14.95,15.22,15.16,0.93,0.66,23.04,2.83,22163481384.0,21773013995.0,-0.13,-0.2,-10.75,-30.85
4461,600548,深高速,9.25,-1.39,-0.13,37086.0,34535228.0,2.35,9.45,9.23,9.36,9.38,0.36,0.26,9.83,1.16,20172125516.0,13257750516.0,0.0,0.0,-6.09,8.57
4462,603290,斯达半导,170.7,-1.39,-2.4,15481.0,265168494.0,2.65,173.93,169.35,173.01,173.1,0.96,0.91,33.25,4.71,29178221791.0,29178221791.0,0.06,0.18,-9.84,-47.94
4463,301181,标榜股份,27.71,-1.39,-0.39,10278.0,28572957.65,2.28,28.24,27.6,28.1,28.1,0.93,2.64,21.76,2.37,3242070000.0,1080690000.0,-0.04,-0.07,-11.21,2.44
4464,837663,明阳科技,13.49,-1.39,-0.19,32797.0,44395078.66,7.68,14.1,13.05,13.7,13.68,0.63,10.79,23.48,4.19,1392168000.0,409877192.0,-0.37,-0.15,83.29,69.05
4465,002957,科瑞技术,17.04,-1.39,-0.24,69858.0,119457406.08,2.31,17.35,16.95,17.25,17.28,0.5,1.7,30.39,2.45,7014760865.0,6986832237.0,0.0,0.06,-4.86,14.44
4466,003009,中天火箭,43.25,-1.39,-0.61,7451.0,32434102.14,2.42,44.09,43.03,43.85,43.86,0.87,0.48,126.8,4.45,6720754170.0,6720708585.0,0.0,0.02,0.14,9.88
4467,300554,三超新材,25.51,-1.39,-0.36,25862.0,66448863.41,2.44,26.09,25.46,25.96,25.87,0.67,3.38,88.11,3.59,2913537329.0,1952788842.0,0.0,0.04,43.72,3.28
4468,002396,星网锐捷,18.41,-1.39,-0.26,45652.0,84420129.31,2.3,18.79,18.36,18.7,18.67,0.8,0.78,27.04,1.72,10915835372.0,10738189918.0,0.0,0.05,-4.76,-3.41
4469,000830,鲁西化工,9.91,-1.39,-0.14,70476.0,70217684.18,1.89,10.09,9.9,10.03,10.05,0.65,0.48,28.11,1.14,18992278756.0,14512459856.0,0.0,0.1,-15.08,-15.59
4470,605178,时空科技,21.92,-1.39,-0.31,19697.0,43101863.0,3.1,22.33,21.64,22.23,22.23,0.48,3.17,-13.23,1.3,2175595072.0,1360859601.0,0.18,0.23,4.48,20.11
4471,300952,恒辉安防,23.33,-1.39,-0.33,11749.0,27565177.52,1.9,23.73,23.28,23.67,23.66,0.6,2.62,27.3,3.08,3396253248.0,1046412394.0,0.04,0.0,25.23,26.86
4472,603488,展鹏科技,10.6,-1.4,-0.15,81401.0,86560344.0,3.16,10.86,10.52,10.78,10.75,0.5,2.79,41.17,3.15,3095098664.0,3095098664.0,-0.19,-0.28,37.48,66.67
4473,600063,皖维高新,4.24,-1.4,-0.06,115608.0,49337861.0,2.33,4.32,4.22,4.3,4.3,1.28,0.6,16.9,1.16,9155217346.0,8165793494.0,-0.24,0.0,-19.08,-25.61
4474,600903,贵州燃气,8.46,-1.4,-0.12,146153.0,124623705.0,3.26,8.68,8.4,8.58,8.58,1.0,1.27,42.51,3.17,9729008781.0,9729008781.0,0.0,-0.12,-1.05,9.16
4475,000623,吉林敖东,15.49,-1.4,-0.22,94766.0,147812874.82,1.85,15.77,15.48,15.75,15.71,1.13,0.82,10.61,0.68,18027222423.0,17968452558.0,-0.13,-0.13,-7.52,5.45
4476,600935,华塑股份,3.52,-1.4,-0.05,57753.0,20472202.0,1.68,3.58,3.52,3.57,3.57,0.69,0.31,-197.41,1.96,12346054378.0,6528548308.0,-0.56,0.0,-2.22,-21.08
4477,002859,洁美科技,24.6,-1.4,-0.35,21587.0,53348110.44,2.16,25.05,24.51,24.97,24.95,0.82,0.54,46.46,3.79,10682776984.0,9863679812.0,-0.4,-0.16,-5.2,-12.55
4478,300527,中船应急,7.72,-1.4,-0.11,95468.0,73604172.81,3.32,7.87,7.61,7.82,7.83,0.7,0.99,-26.11,3.04,7436214807.0,7436214807.0,0.0,0.0,-0.9,16.44
4479,300644,南京聚隆,19.62,-1.41,-0.28,21515.0,42220389.2,2.46,19.95,19.46,19.84,19.9,0.45,2.56,29.77,2.6,2115043848.0,1647027485.0,0.1,0.15,10.29,43.63
4480,300576,容大感光,42.02,-1.41,-0.6,39367.0,166034195.02,2.6,42.9,41.79,42.62,42.62,0.44,2.77,97.95,8.36,10354732950.0,5963989405.0,0.05,-0.05,-20.54,124.35
4481,688393,安必平,25.16,-1.41,-0.36,6470.0,16329161.0,2.12,25.55,25.01,25.55,25.52,0.67,0.69,46.97,1.86,2354163307.0,2354163307.0,0.16,0.2,7.89,15.1
4482,300083,创世纪,6.29,-1.41,-0.09,172753.0,109241643.0,2.19,6.41,6.27,6.38,6.38,1.1,1.27,48.77,2.18,10544962265.0,8535360195.0,0.16,-0.16,2.95,-25.74
4483,600200,江苏吴中,8.38,-1.41,-0.12,138494.0,116602368.0,2.12,8.55,8.37,8.51,8.5,1.02,1.95,408.68,3.27,5968955272.0,5946097121.0,0.0,0.12,9.54,9.54
4484,002412,汉森制药,6.97,-1.41,-0.1,63002.0,44091653.37,2.69,7.12,6.93,7.07,7.07,0.84,1.28,23.97,1.88,3507304000.0,3430877950.0,0.14,0.14,3.87,19.55
4485,002409,雅克科技,56.45,-1.41,-0.81,36357.0,206138133.45,2.43,57.5,56.11,57.11,57.26,0.76,1.14,41.93,3.97,26866117423.0,17980609068.0,0.12,0.04,-14.87,12.79
4486,688045,必易微,42.48,-1.42,-0.61,5033.0,21437740.0,2.67,43.34,42.19,43.01,43.09,0.99,1.39,-153.45,2.14,2933198929.0,1536964420.0,0.17,0.14,-11.68,-22.34
4487,603456,九洲药业,25.04,-1.42,-0.36,59589.0,150331179.0,2.95,25.75,25.0,25.51,25.4,0.8,0.66,17.47,2.68,22523127637.0,22488594973.0,-0.04,-0.04,-1.42,-40.42
4488,600096,云天化,14.6,-1.42,-0.21,172323.0,254617080.0,2.97,15.04,14.6,14.83,14.81,1.39,0.99,5.42,1.48,26781199706.0,25467199706.0,-0.34,-0.27,-16.95,-27.15
4489,688232,新点软件,37.51,-1.42,-0.54,8792.0,33340650.0,2.58,38.49,37.51,38.19,38.05,0.7,0.89,-104.4,2.32,12378300000.0,3717717189.0,0.0,-0.19,-2.9,-33.56
4490,300381,溢多利,7.64,-1.42,-0.11,25425.0,19485790.0,2.97,7.83,7.6,7.74,7.75,0.67,0.52,226.59,1.43,3744226488.0,3719013059.0,0.13,0.0,4.23,1.6
4491,603126,中材节能,6.93,-1.42,-0.1,43340.0,30094667.0,2.28,7.05,6.89,7.0,7.03,0.77,0.71,32.68,2.05,4230765000.0,4230765000.0,0.14,0.14,-2.81,2.21
4492,600097,开创国际,11.08,-1.42,-0.16,77042.0,85287599.0,2.31,11.2,10.94,11.18,11.24,1.0,3.2,122.09,1.27,2669577074.0,2669577074.0,-0.18,0.09,21.23,4.53
4493,002309,ST中利,2.77,-1.42,-0.04,115818.0,32268527.8,2.14,2.82,2.76,2.81,2.81,0.85,1.33,-5.85,3.61,2414850178.0,2403687718.0,-0.36,-0.72,-29.52,-31.44
4494,688175,高凌信息,29.04,-1.43,-0.42,5216.0,15192865.0,2.24,29.54,28.88,29.5,29.46,1.13,1.25,110.65,1.46,2698001246.0,1212864777.0,0.31,0.0,-9.31,-16.58
4495,301510,固高科技,37.33,-1.43,-0.54,13172.0,49417553.6,2.14,38.09,37.28,37.87,37.87,0.57,3.82,384.06,12.1,14932373300.0,1286004091.0,-0.19,-0.21,-14.22,211.08
4496,688261,东微半导,90.52,-1.43,-1.31,8536.0,77924423.0,2.79,93.06,90.5,92.12,91.83,0.62,1.45,48.64,2.98,8538472255.0,5346038875.0,0.0,-0.15,-4.7,-46.19
4497,603903,中持股份,11.04,-1.43,-0.16,130678.0,144181440.0,3.13,11.26,10.91,11.15,11.2,0.5,6.46,24.28,1.66,2818727059.0,2233433422.0,0.18,0.18,14.76,24.75
4498,300549,优德精密,18.63,-1.43,-0.27,16681.0,31209019.0,2.65,19.06,18.56,18.9,18.9,0.67,1.65,117.6,4.53,2484124200.0,1882648595.0,-0.11,0.0,-11.37,53.71
4499,600887,伊利股份,25.51,-1.43,-0.37,363713.0,936258894.0,2.28,26.1,25.51,25.92,25.88,1.16,0.58,12.98,3.12,162399177965.0,160842951996.0,-0.39,-0.31,-2.82,-14.85
4500,300603,立昂技术,10.34,-1.43,-0.15,120734.0,124932226.17,3.53,10.58,10.21,10.55,10.49,0.76,3.41,3432.36,3.31,4806013709.0,3660397865.0,0.0,0.0,-3.99,10.71
4501,688636,智明达,62.0,-1.43,-0.9,3798.0,23683331.0,2.69,63.36,61.67,62.91,62.9,0.47,0.85,56.76,4.45,4665034814.0,2769995824.0,0.0,0.0,17.76,-12.45
4502,300613,富瀚微,44.06,-1.43,-0.64,15434.0,68407274.0,2.75,45.06,43.83,44.77,44.7,0.75,0.71,42.36,4.31,10155048332.0,9573234886.0,0.14,0.16,-10.26,-11.79
4503,001319,铭科精技,24.78,-1.43,-0.36,30540.0,75914231.0,1.95,25.21,24.72,25.08,25.14,0.92,5.01,37.08,2.92,3503892000.0,1510762260.0,-0.08,-0.24,14.94,24.02
4504,603123,翠微股份,11.01,-1.43,-0.16,220174.0,243368122.0,2.78,11.26,10.95,11.17,11.17,1.21,3.38,-19.3,2.86,8794090682.0,7181558198.0,-0.09,-0.09,4.46,-22.41
4505,600418,江淮汽车,17.2,-1.43,-0.25,610498.0,1058228570.0,3.15,17.69,17.14,17.44,17.45,0.57,2.8,153.17,2.84,37564968405.0,37564968405.0,0.0,0.0,30.8,31.0
4506,300507,苏奥传感,6.87,-1.43,-0.1,179981.0,123644212.6,2.58,7.0,6.82,6.97,6.97,0.61,2.35,44.96,2.86,5437803591.0,5270860489.0,0.29,0.29,18.65,26.29
4507,603097,江苏华辰,20.48,-1.44,-0.3,11726.0,24180441.0,2.5,20.94,20.42,20.85,20.78,1.1,2.93,39.36,3.76,3276800000.0,819200000.0,0.0,0.1,5.13,20.9
4508,000503,国新健康,13.65,-1.44,-0.2,175343.0,239690024.0,2.96,13.97,13.56,13.82,13.85,0.92,1.95,-92.82,9.68,13434004256.0,12268346072.0,0.07,0.07,27.45,34.35
4509,688443,智翔金泰-U,40.26,-1.44,-0.59,34518.0,139974344.0,4.26,41.6,39.86,41.15,40.85,0.87,4.17,-19.48,4.99,14762536800.0,3332202963.0,-0.07,0.02,38.49,6.28
4510,002203,海亮股份,10.91,-1.45,-0.16,55096.0,60772120.16,2.89,11.22,10.9,11.12,11.07,0.99,0.29,16.83,1.65,21765084995.0,21082468355.0,-0.18,-0.09,-9.46,-2.76
4511,688290,景业智能,40.9,-1.45,-0.6,2523.0,10361282.0,3.33,41.98,40.6,41.98,41.5,0.44,0.44,1577.65,3.41,4179559303.0,2344985917.0,-0.15,-0.07,-10.89,-31.43
4512,600267,海正药业,9.54,-1.45,-0.14,132759.0,127501587.0,2.38,9.74,9.51,9.71,9.68,1.07,1.17,18.91,1.4,11523114879.0,10788926343.0,0.1,0.1,-10.17,-12.07
4513,601811,新华文轩,14.98,-1.45,-0.22,108319.0,163309106.0,3.36,15.4,14.89,15.16,15.2,1.24,1.37,14.74,1.41,18482938180.0,11862720422.0,0.27,0.0,12.97,56.37
4514,603122,合富中国,8.17,-1.45,-0.12,37852.0,31033473.0,2.17,8.33,8.15,8.3,8.29,0.86,2.11,55.34,2.79,3252090012.0,1463367491.0,-0.12,-0.24,-2.04,-26.06
4515,600862,中航高科,21.78,-1.45,-0.32,38391.0,83591764.0,2.62,22.15,21.57,22.12,22.1,0.6,0.28,26.95,5.01,30340609550.0,30340609550.0,-0.05,-0.09,-13.88,-1.58
4516,600789,鲁抗医药,7.47,-1.45,-0.11,372665.0,279738850.0,2.24,7.63,7.46,7.62,7.58,0.71,4.18,25.92,1.89,6655219020.0,6655219020.0,0.0,-0.13,12.84,3.61
4517,002937,兴瑞科技,23.74,-1.45,-0.35,28708.0,68216592.25,3.49,24.37,23.53,24.09,24.09,0.99,0.99,27.92,5.03,7069064548.0,6897994630.0,0.21,0.13,10.83,5.75
4518,000908,景峰医药,3.39,-1.45,-0.05,160953.0,54674367.0,2.33,3.45,3.37,3.44,3.44,0.69,2.04,-63.07,23.06,2982435050.0,2674397737.0,0.0,0.3,14.53,6.6
4519,300476,胜宏科技,18.97,-1.45,-0.28,136112.0,258955728.79,2.7,19.39,18.87,19.27,19.25,0.64,1.59,20.96,2.21,16365203520.0,16223309286.0,-0.05,0.05,-12.05,48.78
4520,300222,科大智能,7.44,-1.46,-0.11,86218.0,64584788.27,2.91,7.63,7.41,7.56,7.55,0.75,1.36,-99.12,3.3,5805002221.0,4730087947.0,0.27,0.13,3.33,17.17
4521,300810,中科海讯,20.29,-1.46,-0.3,10503.0,21410949.5,2.96,20.83,20.22,20.83,20.59,0.81,0.92,-39.74,2.44,2395234500.0,2313006232.0,-0.39,-0.39,0.79,17.28
4522,688015,交控科技,18.26,-1.46,-0.27,6886.0,12651618.0,2.21,18.6,18.19,18.39,18.53,0.8,0.36,56.95,1.41,3445310349.0,3445310349.0,0.05,0.0,7.41,-22.73
4523,300170,汉得信息,8.78,-1.46,-0.13,174875.0,154375735.81,2.47,8.97,8.75,8.91,8.91,0.85,1.85,161.3,1.75,8639671016.0,8281009403.0,-0.11,-0.11,-1.24,8.66
4524,300091,金通灵,2.7,-1.46,-0.04,124251.0,33704261.0,2.19,2.75,2.69,2.74,2.74,0.75,1.13,-29.06,1.74,4020743378.0,2971041282.0,0.37,0.0,-5.26,-23.94
4525,688362,甬矽电子,28.33,-1.46,-0.42,46679.0,132848339.0,2.99,28.99,28.13,28.71,28.75,0.5,1.69,-72.21,4.78,11549007800.0,7802790250.0,0.11,0.14,-7.51,30.61
4526,600804,ST鹏博士,4.72,-1.46,-0.07,104461.0,49844688.0,2.3,4.83,4.72,4.81,4.79,0.64,0.75,60.17,6.87,7823229636.0,6573213406.0,0.0,-0.21,15.4,46.58
4527,301070,开勒股份,42.47,-1.46,-0.63,9307.0,39656351.84,4.04,43.64,41.9,43.21,43.1,1.52,2.66,48.67,3.3,2741659344.0,1488398524.0,0.12,0.28,12.92,82.43
4528,688500,*ST慧辰,25.6,-1.46,-0.38,1692.0,4332801.0,3.85,26.17,25.17,25.17,25.98,0.26,0.23,-34.77,2.2,1901427456.0,1901427456.0,-0.7,-0.43,46.45,8.02
4529,600403,大有能源,4.04,-1.46,-0.06,90868.0,36898731.0,2.2,4.11,4.02,4.08,4.1,0.98,0.38,36.4,1.34,9658882104.0,9658882104.0,0.0,-0.25,-6.91,-3.35
4530,300184,力源信息,6.06,-1.46,-0.09,371972.0,226013118.36,2.44,6.18,6.03,6.15,6.15,0.87,3.55,69.46,1.91,6993312247.0,6353250545.0,-0.16,-0.16,8.99,40.93
4531,688146,中船特气,34.98,-1.46,-0.52,10283.0,36031274.0,2.87,35.78,34.76,35.5,35.5,0.52,1.62,55.77,3.54,18518823540.0,2222258832.0,-0.03,-0.06,-5.23,-2.64
4532,600751,海航科技,2.69,-1.47,-0.04,268453.0,72692981.0,2.56,2.75,2.68,2.74,2.73,1.08,1.04,20.31,1.05,7799218636.0,6921878550.0,0.0,-0.37,3.46,15.45
4533,002217,合力泰,2.69,-1.47,-0.04,565238.0,152856735.2,2.93,2.75,2.67,2.73,2.73,1.42,1.82,-1.91,3.88,8383159632.0,8374075854.0,0.0,0.0,-21.11,5.49
4534,601138,工业富联,14.78,-1.47,-0.22,619912.0,922563125.0,2.93,15.15,14.71,15.1,15.0,0.55,0.31,16.33,2.21,293617144908.0,293113689112.0,-0.27,-0.07,-20.49,71.26
4535,688739,成大生物,32.23,-1.47,-0.48,22026.0,71445700.0,1.96,32.84,32.2,32.66,32.71,1.25,1.17,21.72,1.39,13422183500.0,6084580386.0,-0.28,-0.15,-3.3,9.55
4536,600114,东睦股份,13.4,-1.47,-0.2,131387.0,176086727.0,3.75,13.7,13.19,13.63,13.6,0.75,2.13,57.93,3.28,8259538592.0,8259538592.0,-0.22,-0.22,33.47,59.52
4537,300702,天宇股份,22.11,-1.47,-0.33,12516.0,27805133.0,3.07,22.7,22.01,22.44,22.44,0.49,0.6,83.88,2.18,7693774985.0,4615065515.0,-0.36,-0.05,2.41,-13.36
4538,300271,华宇软件,8.71,-1.47,-0.13,97500.0,85230144.36,2.6,8.88,8.65,8.84,8.84,0.86,1.22,-20.11,1.32,7138230879.0,6983920173.0,0.0,0.11,-5.02,27.53
4539,688102,斯瑞新材,12.72,-1.47,-0.19,37061.0,47291313.0,2.79,12.98,12.62,12.91,12.91,0.73,1.16,78.06,6.91,7123378080.0,4068719764.0,-0.08,-0.08,9.0,8.53
4540,000541,佛山照明,6.69,-1.47,-0.1,146277.0,98115010.66,2.36,6.81,6.65,6.8,6.79,0.95,1.38,32.56,1.65,10361326359.0,7067992025.0,-0.15,-0.15,19.89,38.8
4541,300768,迪普科技,15.38,-1.47,-0.23,20954.0,32472971.5,2.5,15.72,15.33,15.71,15.61,0.71,0.56,110.72,3.08,9902090620.0,5775522716.0,-0.06,-0.06,0.2,17.58
4542,600023,浙能电力,4.68,-1.47,-0.07,328092.0,154801389.0,3.16,4.82,4.67,4.77,4.75,0.67,0.24,7.89,0.93,62752869265.0,62752869265.0,-0.43,-0.21,4.23,34.1
4543,300269,联建光电,4.68,-1.47,-0.07,335264.0,159353604.36,5.68,4.94,4.67,4.7,4.75,0.84,6.38,44.92,24.81,2569852701.0,2460067169.0,-0.21,-0.43,25.81,14.71
4544,000058,深 赛 格,7.35,-1.47,-0.11,164631.0,121735546.9,3.08,7.56,7.33,7.49,7.46,0.99,1.67,48.22,4.4,9049324939.0,7237520039.0,-0.14,-0.14,-4.92,-6.84
4545,300135,宝利国际,3.34,-1.47,-0.05,452073.0,151398427.35,2.06,3.4,3.33,3.38,3.39,0.42,4.91,912.64,3.07,3078144000.0,3078144000.0,0.0,-0.3,6.03,21.45
4546,688187,时代电气,34.7,-1.48,-0.52,38062.0,133602278.0,2.53,35.58,34.69,35.22,35.22,0.94,1.46,17.95,1.37,49143420846.0,9019954227.0,-0.14,-0.2,-16.55,-35.76
4547,603520,司太立,14.68,-1.48,-0.22,29932.0,44244252.0,2.75,15.04,14.63,15.0,14.9,0.94,0.87,95.91,2.86,5028112875.0,5028112875.0,-0.07,-0.07,3.75,-24.21
4548,603225,新凤鸣,13.34,-1.48,-0.2,102865.0,137296122.0,3.1,13.67,13.25,13.62,13.54,0.75,0.67,17.26,1.25,20403130093.0,20403130093.0,0.23,0.15,-1.62,22.61
4549,000650,仁和药业,6.67,-1.48,-0.1,243220.0,162964749.0,2.36,6.79,6.63,6.76,6.77,1.0,1.81,12.96,1.56,9337588021.0,8953267457.0,-0.15,-0.15,-4.44,11.35
4550,301000,肇民科技,16.66,-1.48,-0.25,14353.0,23984692.0,2.31,16.99,16.6,16.95,16.91,0.73,2.08,30.95,2.59,2878856996.0,1151548196.0,-0.18,0.12,-3.03,16.1
4551,600645,中源协和,19.98,-1.48,-0.3,60423.0,121825083.0,2.32,20.39,19.92,20.37,20.28,0.92,1.29,52.92,2.53,9349618822.0,9346047897.0,-0.05,-0.15,14.04,17.46
4552,300293,蓝英装备,14.65,-1.48,-0.22,84443.0,124101862.32,2.56,14.99,14.61,14.91,14.87,0.83,3.01,-827.22,5.68,4958118253.0,4106921184.0,0.07,0.07,-28.75,71.55
4553,002800,ST天顺,17.96,-1.48,-0.27,9459.0,16931074.4,3.51,18.29,17.65,18.24,18.23,1.03,0.93,89.8,3.41,1953189350.0,1817219740.0,0.34,0.39,5.28,-28.79
4554,002835,同为股份,18.62,-1.48,-0.28,141068.0,259480656.16,3.17,18.65,18.05,18.54,18.9,1.17,11.08,34.43,4.17,4086976995.0,2370018807.0,-0.05,0.11,10.5,80.78
4555,600301,华锡有色,11.96,-1.48,-0.18,50371.0,60947252.0,4.04,12.38,11.89,12.22,12.14,1.9,2.52,22.87,2.98,7565507049.0,2393047971.0,-0.17,-0.17,-21.78,-6.2
4556,002178,延华智能,5.31,-1.48,-0.08,262315.0,139094833.08,2.97,5.43,5.27,5.43,5.39,1.03,3.69,340.64,8.67,3781532435.0,3779236269.0,0.19,0.0,32.42,23.78
4557,000988,华工科技,31.17,-1.49,-0.47,268577.0,838755797.62,3.19,31.86,30.85,31.8,31.64,0.4,2.67,28.96,3.5,31341519377.0,31325402929.0,-0.03,0.03,-4.56,91.11
4558,688076,诺泰生物,40.45,-1.49,-0.61,34836.0,140668751.0,2.26,40.93,40.0,40.19,41.06,0.83,2.38,70.52,4.37,8623284710.0,5920826763.0,0.02,-0.07,26.01,77.88
4559,688580,伟思医疗,64.29,-1.49,-0.97,3495.0,22657092.0,3.17,65.98,63.91,64.71,65.26,0.76,0.51,32.54,2.78,4411828409.0,4411828409.0,0.22,0.2,2.88,22.43
4560,688189,南新制药,9.94,-1.49,-0.15,41787.0,41656016.0,1.98,10.1,9.9,10.09,10.09,1.07,1.52,3144.66,2.07,2727536000.0,2727536000.0,0.1,-0.1,3.54,-19.38
4561,601333,广深铁路,2.65,-1.49,-0.04,438088.0,116747473.0,2.23,2.7,2.64,2.69,2.69,0.85,0.78,13.82,0.71,18771373050.0,14978428050.0,0.0,0.38,-10.47,16.74
4562,603826,坤彩科技,59.56,-1.49,-0.9,15764.0,93924343.0,2.7,60.63,59.0,60.63,60.46,1.57,0.34,321.34,14.98,27874080000.0,27874080000.0,0.1,0.1,15.56,13.64
4563,301018,申菱环境,25.8,-1.49,-0.39,24151.0,62811530.74,2.63,26.4,25.71,26.29,26.19,0.65,2.14,34.55,2.72,6864156151.0,2917684951.0,0.04,-0.08,-12.81,-24.23
