序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
158,301357,北方长龙,57.73,4.06,2.25,35770.0,206891217.28,7.89,59.45,55.07,55.52,55.48,1.58,21.04,443.9,3.46,3925640000.0,981410000.0,0.0,-0.07,15.62,16.84
159,301376,致欧科技,24.51,4.03,0.95,55654.0,135240626.32,6.15,24.85,23.4,23.44,23.56,2.48,16.41,25.77,3.29,9840765000.0,831359273.0,0.04,0.0,6.84,-0.61
160,688328,深科达,39.3,3.97,1.5,54837.0,214807781.0,8.47,40.2,37.0,37.96,37.8,0.87,11.4,-40.02,4.7,3184874908.0,1890659688.0,0.03,0.0,60.02,90.22
161,600610,中毅达,7.87,3.96,0.3,1044691.0,809488048.0,10.96,8.24,7.41,7.54,7.57,4.23,23.28,-125.74,89.71,8430931141.0,3531479168.0,0.0,0.51,-34.03,-50.41
162,873665,科强股份,10.31,3.93,0.39,38998.0,39637057.64,4.74,10.35,9.88,10.1,9.92,1.22,11.82,18.9,2.04,1340196900.0,340159933.0,0.29,0.39,16.37,133.26
163,002858,力盛体育,20.68,3.92,0.78,351898.0,717311033.92,6.93,20.88,19.5,20.19,19.9,0.79,23.7,758.42,4.37,3389862250.0,3070153069.0,0.34,0.29,23.54,49.75
164,833455,汇隆活塞,5.57,3.92,0.21,92985.0,52631563.16,15.11,6.2,5.39,5.7,5.36,1.35,21.54,36.39,3.0,988396500.0,240395959.0,-0.54,0.54,94.08,281.51
165,831304,迪尔化工,7.19,3.9,0.27,86144.0,61507860.95,10.4,7.46,6.74,7.28,6.92,2.2,13.38,15.57,2.68,1166850720.0,462913123.0,0.7,0.84,61.94,-14.0
166,300827,上能电气,28.03,3.85,1.04,126346.0,357933178.37,8.86,29.29,26.9,26.9,26.99,2.05,4.85,36.1,6.2,10032146132.0,7302448030.0,-0.04,-0.04,-5.24,-31.8
167,300987,川网传媒,20.88,3.83,0.77,190955.0,397246066.94,8.45,21.5,19.8,20.22,20.11,1.82,20.02,144.57,4.54,3619923840.0,1991283840.0,0.1,-0.05,26.62,41.27
168,002180,纳思达,25.48,3.79,0.93,176319.0,450381084.31,6.03,26.1,24.62,24.62,24.55,1.64,1.35,127.39,2.26,36090130189.0,33354281717.0,0.2,0.24,-2.3,-50.78
169,300793,佳禾智能,19.3,3.76,0.7,149388.0,286651337.71,7.15,19.66,18.33,18.69,18.6,1.51,4.53,31.58,2.57,6530903840.0,6367278440.0,-0.21,-0.21,4.1,14.13
170,002512,达华智能,5.79,3.76,0.21,809614.0,459120317.48,6.81,5.83,5.45,5.59,5.58,1.06,7.72,322.79,8.63,6641677340.0,6070552470.0,0.0,0.17,26.42,67.34
171,871694,中裕科技,17.96,3.76,0.65,15223.0,26704596.02,5.43,17.96,17.02,17.45,17.31,1.16,6.06,15.02,2.55,1837272080.0,451247532.0,0.0,0.34,38.47,-10.11
172,832978,开特股份,15.48,3.75,0.56,101166.0,150682149.33,10.12,15.6,14.09,14.71,14.92,0.85,11.78,26.02,5.03,2738434725.0,1329135447.0,0.0,1.11,216.56,216.56
173,601599,浙文影业,4.98,3.75,0.18,1006989.0,499604609.0,7.5,5.13,4.77,4.85,4.8,1.02,11.28,36.81,4.09,5779501416.0,4445770321.0,0.2,0.0,48.66,52.76
174,002168,惠程科技,4.77,3.7,0.17,672426.0,318984310.47,8.48,4.93,4.54,4.57,4.6,1.51,8.6,-56.05,-141.14,3740459265.0,3731677934.0,0.21,0.0,14.39,19.25
175,600743,华远地产,1.71,3.64,0.06,649439.0,111421046.0,4.24,1.75,1.68,1.68,1.65,1.63,2.77,-4.29,1.58,4011832495.0,4011832495.0,0.0,0.0,-2.84,-9.52
176,600983,惠而浦,8.64,3.6,0.3,37109.0,31845075.0,4.92,8.75,8.34,8.4,8.34,1.94,0.48,350.91,2.69,6622032960.0,6622032960.0,0.12,0.12,18.36,39.13
177,603665,康隆达,27.27,3.57,0.94,17563.0,47628496.0,4.52,27.49,26.3,26.3,26.33,1.36,1.09,-109.95,3.31,4467891630.0,4381827510.0,0.07,0.04,8.13,-24.94
178,603801,志邦家居,17.24,3.54,0.59,111397.0,192001595.0,4.8,17.5,16.7,16.86,16.65,1.9,2.58,16.16,2.49,7526084296.0,7450784424.0,0.0,-0.12,-29.34,-7.81
179,301381,赛维时代,32.52,3.53,1.11,48095.0,154498323.17,5.76,32.98,31.17,31.3,31.41,1.22,15.31,43.85,5.66,13011252000.0,1021483769.0,0.03,-0.12,2.07,60.99
180,688166,博瑞医药,36.51,3.52,1.24,192431.0,674591929.0,10.35,36.9,33.25,35.08,35.27,2.0,4.55,60.32,6.7,15424210403.0,15424210403.0,-0.16,-0.52,89.96,62.56
181,836422,润普食品,8.54,3.52,0.29,35446.0,29913043.07,7.88,8.78,8.13,8.27,8.25,0.96,11.59,34.12,1.75,755642343.0,261274553.0,0.23,1.07,57.56,-39.86
182,002861,瀛通通讯,15.06,3.51,0.51,217769.0,330979271.61,10.31,15.95,14.45,14.45,14.55,1.11,18.24,-60.25,2.65,2342604265.0,1798471375.0,0.2,0.33,29.83,49.55
183,002855,捷荣技术,30.63,3.48,1.03,178664.0,534841853.11,8.89,31.28,28.65,29.55,29.6,1.06,7.26,-105.61,7.77,7547834860.0,7538552071.0,0.0,-0.03,14.72,288.71
184,688799,华纳药厂,50.03,3.47,1.68,31294.0,153333665.0,7.16,50.76,47.3,48.05,48.35,1.26,5.54,22.24,2.67,4692814000.0,2826094640.0,0.08,0.14,30.46,61.75
185,002271,东方雨虹,19.97,3.47,0.67,899892.0,1806047603.45,5.75,20.54,19.43,19.5,19.3,2.36,4.51,16.03,1.74,50293729894.0,39850015100.0,-0.05,0.0,-28.06,-40.33
186,839792,东和新材,7.76,3.47,0.26,44337.0,33814709.84,7.87,7.86,7.27,7.44,7.5,1.71,8.18,18.35,1.39,1284590400.0,420702898.0,0.0,0.13,38.82,6.3
187,600838,上海九百,8.36,3.47,0.28,496674.0,409313090.0,9.03,8.65,7.92,8.03,8.08,2.4,12.39,55.83,2.27,3351373361.0,3351373361.0,0.0,0.24,23.49,7.73
188,688085,三友医疗,18.91,3.45,0.63,51002.0,97405380.0,5.58,19.46,18.44,18.44,18.28,1.43,2.05,53.16,2.49,4698256347.0,4698256347.0,-0.21,-0.21,-9.3,-24.81
189,300968,格林精密,10.81,3.44,0.36,183598.0,199371815.53,6.51,11.13,10.45,10.45,10.45,1.04,10.6,79.6,2.37,4468637800.0,1871489336.0,0.0,0.0,20.51,38.24
190,300165,天瑞仪器,6.62,3.44,0.22,378199.0,248990156.52,4.69,6.68,6.38,6.39,6.4,3.53,9.45,-175.13,2.19,3280287620.0,2649587363.0,-0.15,0.0,12.59,37.34
191,838701,豪声电子,13.0,3.42,0.43,52832.0,67898290.8,13.29,13.67,12.0,12.28,12.57,0.78,26.95,41.05,2.37,1274000000.0,254813000.0,0.0,0.0,87.05,236.79
192,002875,安奈儿,14.55,3.41,0.48,130336.0,188271424.2,5.54,14.8,14.02,14.05,14.07,1.93,7.53,-31.49,3.66,3099220888.0,2516941295.0,0.07,0.34,22.37,-44.89
193,002021,*ST中捷,3.04,3.4,0.1,622766.0,186038813.68,4.76,3.05,2.91,2.99,2.94,1.45,9.05,-149.86,-6.81,2090957722.0,2090889322.0,1.0,1.33,45.45,55.1
194,000514,渝 开 发,4.56,3.4,0.15,226850.0,102904589.0,3.63,4.6,4.44,4.44,4.41,1.24,2.69,-566.05,1.06,3847595600.0,3847595600.0,0.0,0.22,-2.98,6.79
195,688507,索辰科技,134.83,3.4,4.43,5302.0,70947538.0,6.77,135.99,127.16,132.36,130.4,0.68,3.68,-166.58,2.95,8248013837.0,1945176635.0,-0.11,0.2,6.8,-18.69
196,300751,迈为股份,101.69,3.4,3.34,37431.0,380191433.85,4.93,103.8,98.95,98.99,98.35,1.57,1.97,29.78,4.09,28329661413.0,19363178407.0,-0.1,-0.11,-15.68,-60.35
197,002667,威领股份,10.66,3.39,0.35,120177.0,128511983.25,5.82,10.98,10.38,10.4,10.31,1.27,5.08,-26.14,3.39,2584644920.0,2521917216.0,0.38,0.66,-16.0,-54.79
198,835857,百甲科技,4.89,3.38,0.16,89711.0,43826486.13,9.09,5.13,4.7,4.8,4.73,1.29,8.57,21.71,1.24,886377522.0,511680426.0,0.0,0.62,54.75,31.81
199,300896,爱美客,278.39,3.34,9.01,36365.0,1016635145.5,5.5,285.82,271.0,271.0,269.38,1.96,2.43,31.85,9.28,60232460400.0,41587424056.0,0.0,0.11,-35.51,-50.44
200,000155,川能动力,12.78,3.31,0.41,427098.0,542257358.18,4.85,12.88,12.28,12.32,12.37,1.62,3.29,25.09,3.18,18862344734.0,16574781950.0,0.08,0.39,1.43,-28.36
201,002115,三维通信,7.81,3.31,0.25,754450.0,584494691.15,8.6,8.08,7.43,7.55,7.56,2.55,10.03,49.94,2.58,6333842303.0,5874647105.0,0.13,0.26,18.51,72.41
202,839725,惠丰钻石,17.21,3.3,0.55,26609.0,45203762.19,5.82,17.28,16.31,16.66,16.66,1.38,6.32,23.9,2.55,1588483000.0,724158284.0,0.0,0.23,21.97,-0.75
203,002740,*ST爱迪,1.26,3.28,0.04,298995.0,35923185.71,9.84,1.28,1.16,1.16,1.22,1.52,7.24,-2.03,-0.73,572116957.0,520401313.0,0.0,-0.79,-54.68,-58.69
204,836871,派特尔,8.57,3.25,0.27,29017.0,24167904.11,10.36,8.75,7.89,8.23,8.3,1.0,7.33,29.84,2.66,631931369.0,339389928.0,0.35,0.35,95.66,80.8
205,002734,利民股份,8.64,3.23,0.27,127409.0,112364652.84,10.16,9.21,8.36,8.38,8.37,5.54,3.92,109.36,1.25,3207308003.0,2808673808.0,0.0,0.23,-0.35,-5.16
206,300693,盛弘股份,27.59,3.18,0.85,229650.0,642871980.59,5.46,28.61,27.15,27.2,26.74,2.49,9.28,23.43,6.38,8533413873.0,6829862370.0,-0.11,-0.11,-6.95,-23.62
207,002387,维信诺,11.05,3.17,0.34,278041.0,308328754.63,6.72,11.33,10.61,10.72,10.71,1.95,2.01,-4.54,1.67,15353854853.0,15290767099.0,-0.09,-0.18,39.52,74.29
208,600540,新赛股份,5.25,3.14,0.16,304217.0,158211379.0,4.13,5.29,5.08,5.09,5.09,2.04,5.23,165.21,3.81,3052229040.0,3052229040.0,0.0,0.19,-9.01,15.13
209,000935,四川双马,17.89,3.11,0.54,88256.0,155432683.31,4.27,17.91,17.17,17.33,17.35,0.89,1.16,15.33,1.91,13657947557.0,13657947557.0,0.06,0.06,8.95,-14.81
210,002999,天禾股份,7.65,3.1,0.23,226515.0,173123934.0,6.06,7.83,7.38,7.38,7.42,3.63,6.63,33.59,2.24,2659078800.0,2613715448.0,-0.13,0.13,0.26,-22.81
211,603999,读者传媒,8.03,3.08,0.24,692205.0,552993982.0,9.76,8.27,7.51,7.75,7.79,1.41,12.02,49.74,2.42,4625280000.0,4625280000.0,0.25,0.25,33.83,37.5
212,001226,拓山重工,33.6,3.07,1.0,13873.0,45909442.0,3.96,33.65,32.36,32.6,32.6,1.53,7.43,-434.62,3.46,2508801120.0,627201120.0,-0.03,0.03,6.4,23.53
213,873339,恒太照明,6.06,3.06,0.18,59294.0,35393265.73,4.76,6.07,5.79,5.89,5.88,1.72,9.95,15.85,2.4,1334435028.0,361019694.0,0.0,0.17,50.0,28.66
214,873132,泰鹏智能,20.2,3.06,0.6,49038.0,94800555.2,18.88,21.58,17.88,19.08,19.6,1.86,43.0,25.85,5.45,1158672000.0,230338196.0,0.2,0.25,132.18,194.03
215,430510,丰光精密,21.55,3.06,0.64,76212.0,158409382.69,15.64,22.5,19.23,20.01,20.91,0.79,12.11,131.33,6.93,2835578696.0,1356063446.0,0.05,0.23,199.31,138.12
216,600136,*ST明诚,2.36,3.06,0.07,122634.0,28997467.0,2.18,2.39,2.34,2.36,2.29,1.72,2.53,-0.53,-0.21,1376099770.0,1145441779.0,0.0,-0.42,-20.27,31.84
217,603979,金诚信,36.12,3.05,1.07,46200.0,166503550.0,4.14,36.5,35.05,35.05,35.05,2.81,0.77,22.97,3.21,21749116814.0,21749116814.0,0.06,0.11,-4.92,41.7
218,603129,春风动力,89.72,3.04,2.65,29855.0,269360404.0,5.29,92.25,87.64,88.0,87.07,2.7,1.98,12.63,2.74,13498747504.0,13498747504.0,-0.02,0.0,-35.92,-19.25
219,600423,柳化股份,3.74,3.03,0.11,362631.0,135144614.0,9.92,3.95,3.59,3.68,3.63,3.93,4.54,200.81,6.68,2987119397.0,2987119397.0,0.0,0.54,14.02,9.04
220,002466,天齐锂业,53.55,3.02,1.57,521315.0,2818638905.9,4.16,54.96,52.8,52.94,51.98,1.43,3.53,8.14,1.67,87887415770.0,78974414807.0,-0.07,-0.04,-5.8,-29.53
221,601900,南方传媒,17.18,3.0,0.5,435442.0,746265560.0,11.75,18.09,16.13,16.6,16.68,1.5,4.86,16.96,2.09,15391159404.0,15391159404.0,0.0,0.0,8.39,119.13
222,831370,新安洁,3.46,2.98,0.1,116521.0,39753526.32,5.06,3.49,3.32,3.36,3.36,0.73,4.36,-23.8,1.46,1059728800.0,925465123.0,-0.29,0.29,46.61,18.9
223,002824,和胜股份,20.08,2.97,0.58,78897.0,157899190.67,4.97,20.45,19.48,19.5,19.5,2.39,4.17,40.22,3.42,5621251203.0,3798252279.0,-0.1,0.35,12.68,-3.74
224,301421,波长光电,63.75,2.97,1.84,31714.0,200763822.47,3.68,64.58,62.3,62.3,61.91,1.23,11.56,129.75,6.29,7377022500.0,1749152419.0,-0.03,-0.05,-20.99,116.98
225,000701,厦门信达,6.93,2.97,0.2,598685.0,412048346.34,10.1,7.25,6.57,6.58,6.73,2.2,14.56,-37.54,4.67,4762144275.0,2849646021.0,-0.43,0.73,1.91,18.26
226,605288,凯迪股份,46.64,2.96,1.34,8720.0,40228620.0,2.94,46.69,45.36,45.75,45.3,1.49,1.24,27.74,1.52,3274077256.0,3274077256.0,-0.09,0.24,20.05,23.52
227,833580,科创新材,7.43,2.91,0.21,30500.0,22761823.14,6.79,7.69,7.2,7.53,7.22,0.99,5.46,36.41,1.94,638980000.0,415363458.0,0.0,0.0,85.75,79.9
228,002238,天威视讯,15.22,2.91,0.43,701211.0,1064364161.91,6.15,15.46,14.55,14.7,14.79,0.98,8.74,115.52,5.31,12214950415.0,12214950415.0,0.07,0.07,132.37,133.79
229,300805,电声股份,9.93,2.9,0.28,189594.0,188245804.03,6.22,10.23,9.63,9.69,9.65,2.07,6.6,101.68,2.76,4202673900.0,2851292256.0,0.2,0.2,21.1,45.6
230,603600,永艺股份,10.65,2.9,0.3,86869.0,92095715.0,4.73,10.8,10.31,10.36,10.35,2.99,2.87,12.59,1.72,3545467814.0,3221759616.0,0.0,0.09,11.05,13.3
231,002244,滨江集团,7.85,2.88,0.22,302629.0,238301879.73,4.06,8.03,7.72,7.8,7.63,1.5,1.13,7.41,0.97,24424834537.0,21056476859.0,-0.13,-0.13,-20.22,-8.51
232,836942,恒立钻具,12.14,2.88,0.34,12636.0,15024796.25,5.76,12.29,11.61,11.8,11.8,1.2,4.32,20.12,1.69,744510994.0,355125095.0,0.08,-1.22,30.96,15.73
233,600241,时代万恒,10.37,2.88,0.29,558006.0,589973181.0,14.19,11.09,9.66,10.15,10.08,2.02,18.96,51.52,2.73,3051912933.0,3051912933.0,-0.48,0.68,36.27,6.25
234,600355,精伦电子,6.08,2.88,0.17,1622365.0,945851087.0,15.4,6.33,5.42,5.68,5.91,1.23,32.97,-77.29,15.84,2991902336.0,2991902336.0,0.0,0.16,76.23,87.65
235,871970,大禹生物,6.11,2.86,0.17,37718.0,22749401.67,9.76,6.28,5.7,5.9,5.94,0.67,7.16,-81.07,2.17,680412044.0,322023884.0,0.16,0.0,84.04,63.81
236,600719,大连热电,9.0,2.86,0.25,552918.0,504166025.0,13.14,9.58,8.43,8.58,8.75,2.11,13.67,19.7,6.22,3641396400.0,3641396400.0,0.0,0.56,7.14,77.17
237,830809,安达科技,6.5,2.85,0.18,135833.0,88099444.43,6.49,6.59,6.18,6.29,6.32,1.41,4.1,-7.63,1.51,3974820337.0,2155680462.0,-0.15,0.0,34.02,-68.35
238,301280,珠城科技,38.76,2.81,1.06,51218.0,197520873.26,5.6,39.5,37.39,38.17,37.7,1.47,21.82,26.43,2.23,3786855876.0,909844255.0,0.47,0.99,13.8,24.35
239,600706,曲江文旅,16.1,2.81,0.44,342028.0,546636267.0,5.68,16.4,15.51,15.84,15.66,2.55,13.46,49.41,4.01,4106462539.0,4089885979.0,0.19,0.19,-8.21,20.69
240,603611,诺力股份,19.07,2.8,0.52,65564.0,124582219.0,6.15,19.69,18.55,18.68,18.55,2.76,2.55,10.26,1.91,4912447084.0,4912447084.0,-0.16,-0.16,-7.25,21.93
241,002347,泰尔股份,5.88,2.8,0.16,671185.0,392472025.0,7.87,6.05,5.6,5.74,5.72,2.31,13.6,-497.08,2.4,2967649383.0,2901091458.0,0.0,-0.17,16.67,30.67
242,000786,北新建材,22.8,2.8,0.62,179900.0,411275862.78,3.38,23.08,22.33,22.33,22.18,1.69,1.1,10.48,1.7,38520778798.0,37219874478.0,-0.04,-0.04,-25.0,-9.63
243,002890,弘宇股份,14.71,2.8,0.4,32586.0,47683977.44,6.22,15.13,14.24,14.31,14.31,1.71,2.62,92.4,3.29,1922202772.0,1827255959.0,0.2,0.0,6.29,18.53
244,000833,粤桂股份,6.26,2.79,0.17,193087.0,122053844.34,8.54,6.6,6.08,6.11,6.09,2.71,5.11,64.67,1.27,4184195587.0,2366812238.0,-0.16,0.16,0.32,-6.29
245,835184,国源科技,8.49,2.78,0.23,59643.0,49749337.02,7.02,8.58,8.0,8.58,8.26,0.74,6.74,101.26,1.92,1135877100.0,750739627.0,0.0,0.71,95.17,76.88
246,603208,江山欧派,30.23,2.75,0.81,20365.0,61858250.0,5.61,31.07,29.42,29.74,29.42,1.42,1.15,13.79,3.82,5355929935.0,5355929935.0,-0.17,-0.17,-19.71,-33.84
247,839167,同享科技,15.72,2.75,0.42,17102.0,26766704.58,5.03,15.98,15.21,15.49,15.3,1.13,2.63,15.85,3.22,1718510400.0,1023489900.0,0.06,-0.06,37.65,20.83
248,300551,古鳌科技,22.48,2.74,0.6,127405.0,283689060.8,4.8,22.58,21.53,22.29,21.88,1.1,5.02,-119.62,7.57,7772526069.0,5701383108.0,-0.13,0.09,-5.15,92.47
249,603888,新华网,29.67,2.74,0.79,274945.0,817172271.0,6.54,30.4,28.51,28.91,28.88,1.02,5.3,78.64,4.65,15399601111.0,15399601111.0,0.07,0.13,-1.36,72.6
250,688523,航天环宇,26.75,2.73,0.71,31333.0,83764410.0,5.34,27.33,25.94,26.18,26.04,1.16,8.6,160.05,6.85,10884040000.0,974352005.0,-0.07,-0.26,4.37,22.37
251,002425,凯撒文化,5.29,2.72,0.14,499594.0,261286195.03,4.66,5.31,5.07,5.12,5.15,2.07,5.23,-29.06,1.2,5060758199.0,5057165400.0,0.0,0.0,16.52,11.37
252,300113,顺网科技,16.02,2.69,0.42,202985.0,322921549.29,6.79,16.41,15.35,15.54,15.6,1.11,3.84,53.04,5.63,11122481585.0,8472451791.0,0.13,0.19,21.27,54.93
253,603029,天鹅股份,21.84,2.68,0.57,129601.0,284322298.0,8.37,22.76,20.98,21.05,21.27,2.88,10.68,51.95,3.23,2650109280.0,2650109280.0,0.0,0.09,10.98,-25.23
254,838275,驱动力,4.6,2.68,0.12,69358.0,31525001.94,6.25,4.69,4.41,4.51,4.48,1.67,7.69,100.46,3.22,737276960.0,414894212.0,0.22,1.1,58.62,43.75
255,300763,锦浪科技,59.04,2.68,1.54,112687.0,671432079.35,5.62,61.38,58.15,58.15,57.5,1.56,3.51,23.62,3.05,23666062673.0,18978384679.0,-0.03,-0.1,-15.5,-67.14
256,600708,光明地产,2.32,2.65,0.06,883595.0,207713689.0,4.42,2.41,2.31,2.37,2.26,2.5,3.97,302.23,0.48,5170437244.0,5162644429.0,-0.43,0.0,-2.11,-5.31
257,600229,城市传媒,9.31,2.65,0.24,430983.0,400118593.0,5.29,9.46,8.98,9.19,9.07,1.07,6.42,18.33,2.0,6248946480.0,6248946480.0,0.0,0.11,27.88,35.52
258,835640,富士达,20.2,2.64,0.52,38727.0,75641490.08,7.62,20.34,18.84,19.52,19.68,1.05,2.21,24.05,4.58,3792105600.0,3545764802.0,0.55,1.0,25.94,27.69
259,600823,ST世茂,1.17,2.63,0.03,445260.0,51869072.0,6.14,1.19,1.12,1.13,1.14,0.82,1.19,-1.55,0.24,4388866865.0,4388866865.0,0.0,0.0,-30.77,-50.42
260,000557,西部创业,5.12,2.61,0.13,304950.0,156820528.82,8.02,5.37,4.97,5.0,4.99,2.99,2.09,28.46,1.29,7466878643.0,7464530934.0,-0.39,-0.19,5.57,4.49
261,002605,姚记科技,28.1,2.59,0.71,293898.0,818079232.14,6.83,28.58,26.71,27.49,27.39,0.99,8.91,15.57,3.59,11580032199.0,9266271090.0,0.07,0.04,5.52,103.62
262,430556,雅达股份,6.36,2.58,0.16,76173.0,47348294.11,6.13,6.4,6.02,6.1,6.2,1.06,9.62,26.78,2.03,1025964672.0,503660191.0,0.0,0.32,88.72,14.18
263,834415,恒拓开源,6.38,2.57,0.16,73812.0,46360941.1,4.82,6.43,6.13,6.19,6.22,0.86,5.35,60.54,1.76,896463287.0,879718511.0,0.16,0.16,70.13,64.43
264,600533,栖霞建设,3.19,2.57,0.08,248837.0,79327008.0,2.89,3.22,3.13,3.13,3.11,1.27,2.37,-206.88,0.77,3349500000.0,3349500000.0,0.31,0.0,1.59,-14.48
265,605068,明新旭腾,23.3,2.55,0.58,17651.0,40393877.0,3.96,23.35,22.45,22.63,22.72,1.43,1.09,72.62,2.21,3787181441.0,3777861441.0,-0.04,0.34,-12.21,-21.2
266,603682,锦和商管,6.04,2.55,0.15,86584.0,52121287.0,3.23,6.09,5.9,5.9,5.89,1.09,1.83,22.42,2.56,2853900000.0,2853900000.0,0.0,0.17,2.2,16.38
267,600202,哈空调,6.48,2.53,0.16,291364.0,185941303.0,4.59,6.49,6.2,6.32,6.32,1.85,7.6,79.26,2.98,2484047555.0,2484047555.0,0.15,0.15,4.85,28.83
268,600505,西昌电力,8.55,2.52,0.21,291802.0,252239739.0,8.99,9.05,8.3,8.32,8.34,3.46,8.0,-71.84,2.54,3117052125.0,3117052125.0,0.0,-0.23,9.06,10.18
269,600048,保利发展,10.18,2.52,0.25,1555172.0,1590592021.0,2.92,10.35,10.06,10.14,9.93,1.17,1.3,6.88,0.62,121859113995.0,121859113995.0,-0.1,-0.1,-24.87,-30.65
270,300157,新锦动力,3.67,2.51,0.09,254775.0,93317124.58,4.47,3.73,3.57,3.58,3.58,1.42,3.65,-21.71,-83.46,2662908903.0,2559443896.0,0.0,0.27,10.54,14.69
271,600266,城建发展,5.32,2.5,0.13,610656.0,328494871.0,4.24,5.48,5.26,5.35,5.19,1.69,2.71,15.05,0.59,12004780032.0,12004780032.0,0.19,0.0,-20.0,16.92
272,870199,倍益康,15.58,2.5,0.38,7524.0,11626542.45,4.34,15.77,15.11,15.37,15.2,1.17,4.42,24.75,2.11,1061150684.0,265318052.0,0.0,0.19,35.36,-8.3
273,430090,同辉信息,5.74,2.5,0.14,214825.0,122320493.55,8.57,5.96,5.48,5.48,5.6,0.59,11.74,-26.11,3.93,1144174554.0,1050353037.0,0.35,-0.17,128.69,111.03
274,002928,华夏航空,7.86,2.48,0.19,189517.0,148120197.96,4.56,7.98,7.63,7.68,7.67,0.78,1.55,-10.8,2.99,10046978583.0,9619804679.0,0.26,0.13,3.15,-43.17
275,837748,路桥信息,24.92,2.47,0.6,45492.0,112223446.13,9.33,25.78,23.51,24.0,24.32,0.63,33.86,-192.69,6.95,1912360800.0,334825967.0,0.48,1.88,132.46,184.15
276,300364,中文在线,30.61,2.44,0.73,1106984.0,3342687241.08,9.4,31.2,28.39,29.04,29.88,0.94,16.78,6877.39,18.99,22343451707.0,20196344785.0,-0.58,-0.07,126.41,208.57
277,002584,西陇科学,8.81,2.44,0.21,597717.0,523472448.04,3.6,8.95,8.64,8.65,8.6,0.74,13.82,131.1,2.2,5155756678.0,3810252723.0,-0.23,0.0,38.09,27.13
278,002502,ST鼎龙,2.52,2.44,0.06,138808.0,34562225.0,4.07,2.53,2.43,2.46,2.46,1.61,1.67,34.4,2.16,2318386490.0,2099183408.0,0.0,0.0,0.4,-26.1
279,600318,新力金融,7.59,2.43,0.18,612919.0,464901174.0,5.8,7.83,7.4,7.45,7.41,1.12,11.95,76.32,3.7,3891602727.0,3891602727.0,0.0,0.26,16.41,12.28
280,000042,中洲控股,6.34,2.42,0.15,64925.0,41175742.0,2.58,6.42,6.26,6.26,6.19,0.9,0.98,-29.81,0.56,4215029421.0,4209692650.0,-0.16,-0.16,-11.94,-20.05
281,834058,华洋赛车,20.3,2.42,0.48,16502.0,33089908.39,7.87,20.78,19.22,19.43,19.82,0.8,14.68,24.59,3.33,1136800000.0,228220558.0,0.05,0.0,62.14,-28.92
282,832023,田野股份,3.81,2.42,0.09,238560.0,89590315.62,5.91,3.84,3.62,3.71,3.72,1.5,9.7,40.11,1.05,1247028240.0,937196754.0,-0.26,0.0,41.11,1.6
283,430685,新芝生物,12.72,2.42,0.3,19550.0,24698555.91,5.31,12.96,12.3,12.32,12.42,1.44,4.38,23.32,2.27,1164082770.0,567114090.0,0.0,0.08,31.4,-10.74
284,603711,香飘飘,14.02,2.41,0.33,35019.0,48878244.0,3.07,14.14,13.72,13.79,13.69,0.95,0.85,1239.7,1.88,5758656116.0,5758656116.0,0.0,-0.07,-16.55,-5.78
285,002189,中光学,20.82,2.41,0.49,173867.0,359453592.01,9.64,21.66,19.7,20.11,20.33,1.22,6.66,-33.95,4.44,5438168864.0,5437460047.0,0.05,0.0,28.76,42.99
286,834062,科润智控,6.81,2.41,0.16,73292.0,49022963.54,6.47,6.89,6.46,6.68,6.65,0.93,6.82,18.19,1.95,1253627546.0,731352466.0,-0.15,0.59,44.89,34.06
287,300785,值得买,24.43,2.39,0.57,112831.0,273717657.67,3.73,24.65,23.76,23.87,23.86,0.96,9.91,259.1,2.7,4858033586.0,2780451004.0,0.04,0.37,15.24,9.06
288,832471,美邦科技,9.88,2.38,0.23,18805.0,18201348.26,7.05,9.95,9.27,9.78,9.65,0.86,7.25,35.3,1.49,822016000.0,256328133.0,-0.1,-0.2,33.51,-50.05
